x_from,y_from,x_to,y_to
-73.7661,40.6148,-73.7661,40.6148
-73.7672,40.615,-73.7664,40.615
-73.7697,40.615,-73.7697,40.615
-73.7739,40.6148,-73.7734,40.615
-73.7686,40.615,-73.7685,40.6149
-73.769,40.615,-73.7689,40.6149
-73.7688,40.6149,-73.7686,40.615
-73.7689,40.6149,-73.7688,40.6149
-73.7702,40.6149,-73.7701,40.6149
-73.7701,40.6149,-73.77,40.6149
-73.7699,40.6149,-73.7697,40.615
-73.77,40.6149,-73.7699,40.6149
-73.7757,40.6144,-73.7751,40.6144
-73.8066,40.6141,-73.807,40.6146
-73.8609,40.6144,-73.861,40.6149
-73.7742,40.6145,-73.7739,40.6148
-73.7742,40.6145,-73.7742,40.6145
-73.7643,40.6145,-73.7643,40.6147
-73.8065,40.614,-73.8066,40.6141
-73.7751,40.6144,-73.7747,40.6144
-73.7747,40.6144,-73.7746,40.6145
-73.7746,40.6145,-73.7742,40.6145
-73.7787,40.6131,-73.7785,40.6135
-73.8064,40.6138,-73.8065,40.614
-73.8078,40.6142,-73.8075,40.6145
-73.7641,40.6142,-73.7643,40.6145
-73.8614,40.6139,-73.8609,40.6144
-73.808,40.6141,-73.8078,40.6142
-73.7641,40.6142,-73.7641,40.6142
-73.8617,40.6136,-73.8614,40.6139
-73.8868,40.6124,-73.8875,40.6149
-73.7789,40.6126,-73.7787,40.6131
-73.764,40.614,-73.7641,40.6142
-73.8065,40.6133,-73.8064,40.6138
-73.764,40.614,-73.7638,40.6139
-73.8616,40.6128,-73.8617,40.6136
-73.8868,40.6124,-73.8858,40.6118
-73.7794,40.612,-73.7789,40.6126
-73.7794,40.612,-73.7794,40.612
-73.7794,40.612,-73.7794,40.612
-73.8065,40.6125,-73.8065,40.6133
-73.8065,40.6123,-73.8065,40.6125
-73.8065,40.6121,-73.8065,40.6123
-73.78,40.6116,-73.7794,40.612
-73.8065,40.612,-73.8065,40.6121
-73.7801,40.6115,-73.78,40.6116
-73.7629,40.6132,-73.7625,40.613
-73.8626,40.6119,-73.8616,40.6128
-73.7625,40.6129,-73.7625,40.613
-73.7625,40.6128,-73.7625,40.6129
-73.7803,40.6114,-73.7801,40.6115
-73.7625,40.6128,-73.7622,40.6127
-73.7805,40.6113,-73.7803,40.6114
-73.8064,40.6117,-73.8065,40.612
-73.8854,40.611,-73.8858,40.6118
-73.8064,40.6116,-73.8064,40.6117
-73.7809,40.611,-73.7805,40.6113
-73.8064,40.6114,-73.8064,40.6116
-73.7617,40.6122,-73.7617,40.6123
-73.7813,40.6107,-73.7809,40.611
-73.7617,40.6123,-73.7614,40.6121
-73.761,40.6118,-73.761,40.6118
-73.7816,40.6105,-73.7813,40.6107
-73.8107,40.6113,-73.8099,40.612
-73.8847,40.6101,-73.8854,40.611
-73.8847,40.61,-73.8847,40.6101
-73.782,40.6103,-73.7816,40.6105
-73.7596,40.6114,-73.7596,40.6115
-73.761,40.6118,-73.7605,40.6115
-73.7597,40.6114,-73.7596,40.6114
-73.7597,40.6114,-73.7597,40.6114
-73.7596,40.6114,-73.7595,40.6114
-73.7605,40.6115,-73.7604,40.6114
-73.7598,40.6114,-73.7597,40.6114
-73.862,40.6106,-73.8626,40.6119
-73.7599,40.6114,-73.7598,40.6114
-73.7604,40.6114,-73.7603,40.6114
-73.7603,40.6114,-73.7601,40.6114
-73.7601,40.6114,-73.76,40.6114
-73.76,40.6114,-73.7599,40.6114
-73.7823,40.61,-73.782,40.6103
-73.7595,40.6114,-73.7593,40.6113
-73.7587,40.6113,-73.7587,40.6113
-73.7593,40.6113,-73.7591,40.6113
-73.7591,40.6113,-73.759,40.6112
-73.759,40.6112,-73.7587,40.6113
-73.7826,40.6098,-73.7823,40.61
-73.7587,40.6113,-73.7583,40.6111
-73.8843,40.6091,-73.8847,40.61
-73.7832,40.6096,-73.7826,40.6098
-73.8067,40.6105,-73.8064,40.6114
-73.7837,40.6093,-73.7832,40.6096
-73.7837,40.6093,-73.7837,40.6093
-73.7837,40.6092,-73.7837,40.6093
-73.7837,40.6093,-73.7841,40.6101
-73.8794,40.6092,-73.879,40.6101
-73.8794,40.6092,-73.8794,40.6092
-73.8843,40.6091,-73.8836,40.6087
-73.8067,40.6103,-73.8067,40.6105
-73.8836,40.6087,-73.8835,40.6087
-73.8835,40.6087,-73.8834,40.6087
-73.8117,40.6102,-73.8109,40.6113
-73.8067,40.6101,-73.8067,40.6103
-73.8794,40.6092,-73.879,40.6089
-73.8631,40.6092,-73.862,40.6106
-73.7846,40.6087,-73.7837,40.6092
-73.7848,40.6086,-73.7846,40.6087
-73.879,40.6089,-73.8786,40.6089
-73.8851,40.6085,-73.8843,40.6091
-73.7851,40.6083,-73.7848,40.6086
-73.8834,40.6087,-73.8824,40.608
-73.8805,40.6086,-73.8794,40.6092
-73.8066,40.6097,-73.8067,40.6101
-73.8824,40.608,-73.8821,40.6079
-73.7854,40.6082,-73.7851,40.6083
-73.8821,40.6079,-73.8817,40.6081
-73.7858,40.608,-73.7854,40.6082
-73.8817,40.6081,-73.8805,40.6086
-73.7861,40.6079,-73.7858,40.608
-73.8853,40.6084,-73.8851,40.6085
-73.8854,40.6083,-73.8853,40.6084
-73.7864,40.6077,-73.7861,40.6079
-73.8064,40.6093,-73.8066,40.6097
-73.7865,40.6075,-73.7864,40.6077
-73.8626,40.6085,-73.8631,40.6092
-73.8064,40.6091,-73.8064,40.6093
-73.8123,40.609,-73.8122,40.6093
-73.8123,40.6088,-73.8123,40.609
-73.8783,40.6084,-73.8786,40.6089
-73.7869,40.6071,-73.7865,40.6075
-73.8123,40.6086,-73.8123,40.6088
-73.8863,40.6078,-73.8854,40.6083
-73.8062,40.6088,-73.8064,40.6091
-73.7871,40.6068,-73.7869,40.6071
-73.8866,40.6076,-73.8863,40.6078
-73.8124,40.6084,-73.8123,40.6086
-73.8781,40.6089,-73.8773,40.6084
-73.8818,40.607,-73.8821,40.6079
-73.7876,40.6066,-73.7871,40.6068
-73.8873,40.6074,-73.8866,40.6076
-73.7877,40.6066,-73.7876,40.6066
-73.89,40.6079,-73.89,40.6082
-73.8901,40.6077,-73.89,40.6079
-73.8875,40.6073,-73.8873,40.6074
-73.8127,40.6081,-73.8124,40.6084
-73.8876,40.6072,-73.8875,40.6073
-73.8773,40.6084,-73.8765,40.608
-73.7882,40.6064,-73.7877,40.6066
-73.8901,40.6067,-73.8901,40.6077
-73.8129,40.6078,-73.8127,40.6081
-73.8903,40.6066,-73.8901,40.6067
-73.8903,40.6066,-73.8903,40.6066
-73.8883,40.607,-73.8876,40.6072
-73.8816,40.6066,-73.8818,40.607
-73.8901,40.6067,-73.8893,40.6067
-73.7884,40.6062,-73.7882,40.6064
-73.8893,40.6067,-73.889,40.6067
-73.889,40.6067,-73.8883,40.607
-73.8129,40.6074,-73.8129,40.6078
-73.8759,40.6075,-73.8761,40.608
-73.7725,40.6077,-73.7724,40.6078
-73.8816,40.6063,-73.8816,40.6066
-73.7888,40.6059,-73.7884,40.6062
-73.8631,40.6072,-73.8626,40.6085
-73.8133,40.6072,-73.8129,40.6074
-73.7866,40.606,-73.7871,40.6068
-73.806,40.6071,-73.8058,40.6078
-73.9177,40.6073,-73.9177,40.6075
-73.9177,40.6072,-73.9177,40.6073
-73.8759,40.6075,-73.8754,40.6071
-73.8753,40.6069,-73.8754,40.6071
-73.8753,40.6069,-73.8752,40.6069
-73.9178,40.6071,-73.9177,40.6072
-73.7893,40.6056,-73.7888,40.6059
-73.8134,40.607,-73.8133,40.6072
-73.8059,40.6068,-73.806,40.6071
-73.7897,40.6053,-73.7893,40.6056
-73.7897,40.6053,-73.7897,40.6053
-73.7864,40.6058,-73.7866,40.606
-73.9177,40.6069,-73.9178,40.6071
-73.8912,40.6058,-73.8903,40.6066
-73.8059,40.6067,-73.8059,40.6068
-73.8735,40.6062,-73.8732,40.6072
-73.8916,40.6057,-73.8912,40.6058
-73.8917,40.6057,-73.8916,40.6057
-73.7727,40.6066,-73.7729,40.6069
-73.8945,40.6055,-73.8943,40.6056
-73.8061,40.6066,-73.8059,40.6067
-73.881,40.6055,-73.8816,40.6063
-73.8738,40.6059,-73.8735,40.6062
-73.8738,40.6059,-73.8738,40.6059
-73.8752,40.6069,-73.8747,40.6064
-73.8747,40.6064,-73.8746,40.6063
-73.7727,40.6066,-73.7726,40.6065
-73.8746,40.6063,-73.8744,40.6061
-73.8744,40.6061,-73.8738,40.6059
-73.7896,40.6051,-73.7897,40.6053
-73.7724,40.6063,-73.7726,40.6065
-73.7724,40.6063,-73.7724,40.6063
-73.7724,40.6063,-73.772,40.6065
-73.9177,40.6069,-73.9172,40.6065
-73.7907,40.6048,-73.7897,40.6053
-73.8809,40.6053,-73.881,40.6055
-73.7908,40.6047,-73.7907,40.6048
-73.8144,40.6062,-73.8137,40.6063
-73.8737,40.6055,-73.8738,40.6059
-73.7724,40.606,-73.7724,40.6063
-73.7913,40.6045,-73.7908,40.6047
-73.7914,40.6044,-73.7913,40.6045
-73.8925,40.6052,-73.8917,40.6057
-73.8927,40.6052,-73.8925,40.6052
-73.8939,40.6054,-73.8927,40.6052
-73.7915,40.6043,-73.7914,40.6044
-73.8147,40.6058,-73.8144,40.6062
-73.8148,40.6058,-73.8147,40.6058
-73.8058,40.6058,-73.8059,40.6067
-73.8148,40.6058,-73.8148,40.6058
-73.815,40.6058,-73.8148,40.6058
-73.8734,40.6051,-73.8737,40.6055
-73.8151,40.6058,-73.815,40.6058
-73.7726,40.6056,-73.7724,40.606
-73.8734,40.6051,-73.8733,40.605
-73.7726,40.6055,-73.7726,40.6056
-73.786,40.6051,-73.7864,40.6058
-73.7921,40.6039,-73.7915,40.6043
-73.8804,40.6043,-73.8809,40.6053
-73.8803,40.6042,-73.8804,40.6043
-73.9069,40.6047,-73.9074,40.6053
-73.9076,40.6054,-73.9074,40.6053
-73.908,40.6057,-73.9076,40.6054
-73.7726,40.6049,-73.7726,40.6055
-73.9069,40.6045,-73.9069,40.6047
-73.8156,40.6054,-73.8151,40.6058
-73.7859,40.6049,-73.786,40.6051
-73.8643,40.605,-73.8634,40.606
-73.7726,40.6049,-73.7726,40.6049
-73.7924,40.6036,-73.7921,40.6039
-73.8157,40.6053,-73.8156,40.6054
-73.7727,40.6048,-73.7726,40.6049
-73.9069,40.6043,-73.9069,40.6045
-73.9013,40.6053,-73.9012,40.6054
-73.88,40.6037,-73.8803,40.6042
-73.7928,40.6034,-73.7924,40.6036
-73.9015,40.6047,-73.9013,40.6053
-73.9015,40.6047,-73.9015,40.6047
-73.9015,40.6047,-73.9014,40.6047
-73.8159,40.605,-73.8157,40.6053
-73.9014,40.6047,-73.9014,40.6046
-73.7727,40.6045,-73.7727,40.6048
-73.7933,40.6032,-73.7928,40.6034
-73.8161,40.6049,-73.8159,40.605
-73.8643,40.6044,-73.8643,40.605
-73.7856,40.6045,-73.7859,40.6049
-73.9033,40.6047,-73.9023,40.6043
-73.9023,40.6043,-73.9015,40.6047
-73.8794,40.6031,-73.88,40.6037
-73.8966,40.6045,-73.8962,40.6042
-73.8962,40.6042,-73.8945,40.6055
-73.7855,40.6044,-73.7856,40.6045
-73.7728,40.6043,-73.7727,40.6045
-73.7936,40.603,-73.7933,40.6032
-73.7936,40.6029,-73.7936,40.603
-73.8978,40.6047,-73.8966,40.6045
-73.7937,40.6029,-73.7936,40.6029
-73.8162,40.6045,-73.8161,40.6049
-73.8793,40.6027,-73.8794,40.6031
-73.9014,40.6046,-73.9006,40.6043
-73.9006,40.6043,-73.9005,40.6043
-73.8164,40.6043,-73.8162,40.6045
-73.9069,40.6043,-73.906,40.6039
-73.8983,40.6045,-73.8978,40.6047
-73.8987,40.6046,-73.8987,40.6046
-73.8998,40.6044,-73.8996,40.6046
-73.7854,40.6041,-73.7855,40.6044
-73.7731,40.6041,-73.7728,40.6043
-73.8987,40.6046,-73.8983,40.6045
-73.8732,40.604,-73.8733,40.605
-73.8989,40.6046,-73.8987,40.6046
-73.8989,40.6046,-73.8989,40.6046
-73.899,40.6046,-73.8989,40.6046
-73.8996,40.6046,-73.8993,40.6045
-73.8993,40.6045,-73.899,40.6046
-73.904,40.6039,-73.9033,40.6047
-73.9005,40.6043,-73.8998,40.6044
-73.7944,40.6028,-73.7937,40.6029
-73.8653,40.6038,-73.8643,40.6044
-73.9072,40.6037,-73.9069,40.6043
-73.7853,40.604,-73.7854,40.6041
-73.906,40.6039,-73.9055,40.6037
-73.9055,40.6037,-73.9053,40.6037
-73.9047,40.6039,-73.904,40.6039
-73.7945,40.6027,-73.7944,40.6028
-73.9053,40.6037,-73.9047,40.6039
-73.7853,40.6039,-73.7853,40.604
-73.8793,40.6027,-73.8784,40.6022
-73.7946,40.6026,-73.7945,40.6027
-73.8166,40.6037,-73.8164,40.6043
-73.8784,40.6022,-73.8779,40.6024
-73.8731,40.6037,-73.8732,40.604
-73.8166,40.6037,-73.8166,40.6037
-73.7853,40.6038,-73.7853,40.6039
-73.8167,40.6037,-73.8166,40.6037
-73.8779,40.6024,-73.8778,40.6025
-73.7733,40.6037,-73.7731,40.6041
-73.7853,40.6038,-73.7853,40.6038
-73.7733,40.6036,-73.7733,40.6037
-73.7733,40.6036,-73.7733,40.6036
-73.9077,40.6035,-73.9072,40.6037
-73.8167,40.6033,-73.8167,40.6037
-73.8783,40.6018,-73.8784,40.6022
-73.8653,40.6032,-73.8653,40.6038
-73.8169,40.603,-73.8167,40.6033
-73.8732,40.6031,-73.8731,40.6037
-73.9082,40.6033,-73.9077,40.6035
-73.9083,40.6033,-73.9082,40.6033
-73.7955,40.6021,-73.7946,40.6026
-73.7852,40.6033,-73.7853,40.6038
-73.7957,40.602,-73.7955,40.6021
-73.8398,40.6033,-73.8397,40.6033
-73.8398,40.6032,-73.8398,40.6033
-73.9089,40.6033,-73.9083,40.6033
-73.8402,40.6033,-73.8398,40.6032
-73.8403,40.6032,-73.8402,40.6033
-73.805,40.6031,-73.8051,40.6038
-73.8732,40.6026,-73.8732,40.6031
-73.7733,40.6031,-73.7733,40.6036
-73.8773,40.6025,-73.8766,40.6024
-73.8412,40.603,-73.841,40.6032
-73.8167,40.6025,-73.8169,40.603
-73.909,40.6032,-73.9089,40.6033
-73.841,40.6032,-73.8403,40.6032
-73.9098,40.6032,-73.909,40.6032
-73.8733,40.6024,-73.8732,40.6026
-73.7963,40.6018,-73.7957,40.602
-73.8657,40.6024,-73.8653,40.6032
-73.7734,40.6028,-73.7733,40.6031
-73.8052,40.6024,-73.805,40.6031
-73.7968,40.6017,-73.7963,40.6018
-73.7968,40.6017,-73.7968,40.6017
-73.8657,40.6022,-73.8657,40.6024
-73.7969,40.6017,-73.7968,40.6017
-73.8766,40.6024,-73.8759,40.6023
-73.7978,40.6019,-73.7977,40.6019
-73.8735,40.6018,-73.8733,40.6024
-73.7977,40.6019,-73.7974,40.6018
-73.7974,40.6018,-73.7969,40.6017
-73.7979,40.6019,-73.7978,40.6019
-73.7734,40.6026,-73.7734,40.6028
-73.7981,40.6018,-73.7979,40.6019
-73.8759,40.6023,-73.8757,40.6022
-73.8737,40.6015,-73.8735,40.6018
-73.7987,40.6018,-73.7981,40.6018
-73.8449,40.6023,-73.8433,40.6028
-73.8741,40.6017,-73.8737,40.6015
-73.8742,40.6017,-73.8741,40.6017
-73.8757,40.6022,-73.8753,40.6021
-73.805,40.6021,-73.8052,40.6024
-73.7734,40.602,-73.7734,40.6026
-73.7734,40.602,-73.7734,40.602
-73.8753,40.6021,-73.8751,40.6021
-73.8751,40.6021,-73.8751,40.6021
-73.7734,40.602,-73.7734,40.602
-73.7734,40.602,-73.7734,40.602
-73.8751,40.6021,-73.8742,40.6017
-73.799,40.6016,-73.7987,40.6018
-73.8017,40.6019,-73.8012,40.6015
-73.7994,40.6017,-73.799,40.6016
-73.7996,40.6016,-73.7994,40.6017
-73.7998,40.6016,-73.7996,40.6016
-74.0236,40.5888,-74.0227,40.5891
-73.7859,40.6022,-73.7858,40.6022
-73.8001,40.6015,-73.7998,40.6016
-73.773,40.6013,-73.7734,40.602
-73.8012,40.6015,-73.8001,40.6015
-73.8171,40.6014,-73.8167,40.6025
-73.773,40.6013,-73.7729,40.6013
-73.7862,40.602,-73.7859,40.6022
-73.8045,40.6011,-73.805,40.6021
-73.8045,40.6011,-73.8045,40.6011
-73.7862,40.6019,-73.7862,40.602
-73.7729,40.6013,-73.7728,40.6011
-73.8171,40.6012,-73.8171,40.6014
-74.0227,40.5891,-74.0209,40.5897
-73.7728,40.6011,-73.7728,40.6011
-73.7864,40.6018,-73.7862,40.6019
-73.8045,40.6011,-73.8041,40.6011
-73.8667,40.6014,-73.8657,40.6022
-73.7722,40.6016,-73.7719,40.6017
-73.8172,40.601,-73.8171,40.6012
-74.0209,40.5897,-74.0195,40.5901
-74.0195,40.5901,-74.0189,40.5903
-73.8028,40.601,-73.8017,40.6019
-73.7865,40.6016,-73.7864,40.6018
-73.8041,40.6011,-73.8036,40.6011
-73.7865,40.6016,-73.7865,40.6016
-73.7865,40.6016,-73.7865,40.6016
-73.8036,40.6011,-73.8028,40.601
-73.8049,40.6007,-73.8045,40.6011
-73.8049,40.6006,-73.8049,40.6007
-74.0189,40.5903,-74.0181,40.5904
-73.8781,40.5996,-73.8783,40.6018
-73.8172,40.6006,-73.8172,40.601
-73.7866,40.6012,-73.7865,40.6016
-73.7867,40.6011,-73.7866,40.6012
-73.7867,40.6011,-73.7867,40.6011
-73.7867,40.6011,-73.7867,40.6011
-73.7727,40.6006,-73.7728,40.6011
-73.8737,40.5998,-73.8737,40.6015
-73.8737,40.5998,-73.8737,40.5998
-73.7727,40.6004,-73.7727,40.6006
-73.8171,40.6001,-73.8172,40.6006
-73.8171,40.6001,-73.8171,40.6001
-73.7727,40.6003,-73.7727,40.6004
-74.0181,40.5904,-74.0169,40.5905
-73.7869,40.6008,-73.7867,40.6011
-73.8054,40.5999,-73.8049,40.6006
-73.8666,40.6003,-73.8667,40.6014
-73.8777,40.5987,-73.8781,40.5996
-73.8072,40.5992,-73.8069,40.5992
-73.7871,40.6007,-73.7869,40.6008
-73.8776,40.5985,-73.8777,40.5987
-73.8172,40.5998,-73.8171,40.6001
-73.8069,40.5992,-73.8054,40.5999
-73.7727,40.6,-73.7727,40.6003
-74.0169,40.5905,-74.0154,40.5906
-73.867,40.6001,-73.8666,40.6003
-73.7874,40.6004,-73.7871,40.6007
-74.012,40.5979,-74.0122,40.5994
-73.8173,40.5994,-73.8172,40.5998
-73.8173,40.5994,-73.8173,40.5994
-73.7877,40.6003,-73.7874,40.6004
-73.8745,40.5976,-73.8737,40.5998
-74.0154,40.5906,-74.0143,40.5908
-73.8776,40.5985,-73.8761,40.597
-73.8752,40.596,-73.8745,40.5976
-73.8752,40.596,-73.8761,40.597
-73.8752,40.5959,-73.8752,40.596
-73.7726,40.5996,-73.7727,40.6
-73.7878,40.6001,-73.7877,40.6003
-73.8483,40.5999,-73.8476,40.6005
-73.7881,40.5998,-73.7878,40.6001
-74.0143,40.5908,-74.0137,40.5908
-73.875,40.5954,-73.8752,40.5959
-73.7881,40.5997,-73.7881,40.5998
-73.8174,40.5989,-73.8173,40.5994
-73.8484,40.5997,-73.8483,40.5999
-73.8174,40.5988,-73.8174,40.5989
-73.7728,40.5994,-73.7726,40.5996
-73.7795,40.5993,-73.7794,40.5993
-73.7886,40.5996,-73.7881,40.5997
-73.8074,40.5982,-73.8072,40.5992
-73.7795,40.5992,-73.7795,40.5993
-73.8485,40.5996,-73.8484,40.5997
-73.7794,40.5993,-73.7791,40.5993
-73.778,40.5997,-73.7777,40.5999
-73.7791,40.5993,-73.779,40.5993
-73.7796,40.5991,-73.7795,40.5992
-73.779,40.5993,-73.7789,40.5993
-73.7887,40.5995,-73.7886,40.5996
-73.773,40.5994,-73.7728,40.5994
-73.7789,40.5993,-73.7788,40.5992
-73.7786,40.5993,-73.7785,40.5994
-73.7788,40.5992,-73.7786,40.5993
-73.7782,40.5995,-73.778,40.5997
-73.7785,40.5994,-73.7782,40.5995
-73.8746,40.5948,-73.875,40.5954
-73.7888,40.5994,-73.7887,40.5995
-74.0137,40.5908,-74.0127,40.5907
-73.7798,40.599,-73.7796,40.5991
-73.8674,40.599,-73.867,40.6001
-74.0127,40.5907,-74.0125,40.5907
-73.78,40.5989,-73.7798,40.599
-73.8744,40.5945,-73.8746,40.5948
-73.7803,40.5989,-73.78,40.5989
-73.7803,40.5988,-73.7803,40.5989
-73.8674,40.5988,-73.8674,40.599
-73.7889,40.5991,-73.7888,40.5994
-73.8173,40.5981,-73.8174,40.5988
-74.0125,40.5907,-74.0118,40.5907
-73.874,40.5941,-73.8744,40.5945
-73.7722,40.5989,-73.7725,40.5995
-74.0118,40.5907,-74.0116,40.5907
-73.7806,40.5986,-73.7803,40.5988
-74.0116,40.5907,-74.0113,40.5907
-73.8173,40.5977,-73.8173,40.5981
-73.8738,40.5939,-73.874,40.5941
-73.807,40.5977,-73.8074,40.5982
-73.8172,40.5975,-73.8173,40.5977
-73.8737,40.5937,-73.8738,40.5939
-73.7806,40.5985,-73.7806,40.5986
-73.7897,40.5986,-73.7896,40.5987
-73.8737,40.5935,-73.8737,40.5937
-74.0113,40.5907,-74.0106,40.5906
-73.8677,40.5982,-73.8674,40.5988
-74.0106,40.5906,-74.0103,40.5905
-73.8677,40.598,-73.8677,40.5982
-73.7799,40.5983,-73.7799,40.5985
-73.8086,40.5971,-73.8074,40.5982
-73.807,40.5977,-73.8067,40.5975
-73.8492,40.5979,-73.849,40.598
-73.8091,40.5972,-73.8086,40.5971
-74.0103,40.5905,-74.0098,40.5904
-74.0098,40.5904,-74.0097,40.5904
-73.8097,40.5973,-73.8091,40.5972
-73.8177,40.5965,-73.8172,40.5975
-73.8103,40.5974,-73.8099,40.5974
-73.8099,40.5971,-73.8097,40.5973
-73.8086,40.5965,-73.8086,40.5971
-73.8107,40.5976,-73.8103,40.5974
-73.79,40.5974,-73.79,40.5975
-73.8178,40.5963,-73.8177,40.5965
-74.0097,40.5904,-74.0091,40.5901
-73.849,40.5972,-73.8492,40.5979
-74.0091,40.5901,-74.009,40.5901
-73.8179,40.596,-73.8178,40.5963
-73.8179,40.5959,-73.8179,40.596
-73.7902,40.5969,-73.79,40.5974
-73.8489,40.5957,-73.849,40.5972
-73.7904,40.597,-73.7903,40.5969
-73.8181,40.5957,-73.8179,40.5959
-73.849,40.5955,-73.8489,40.5957
-73.806,40.5967,-73.8067,40.5975
-73.8489,40.5957,-73.8486,40.596
-73.806,40.5967,-73.806,40.5967
-73.8486,40.596,-73.8478,40.5967
-73.7902,40.5967,-73.7902,40.5969
-73.8088,40.5961,-73.8086,40.5965
-73.7902,40.5967,-73.7902,40.5967
-73.8738,40.5924,-73.8737,40.5935
-74.009,40.5901,-74.0086,40.5899
-73.8181,40.5956,-73.8181,40.5957
-74.0086,40.5899,-74.0085,40.5899
-73.8737,40.5935,-73.8711,40.5933
-74.0085,40.5899,-74.0084,40.5899
-73.7901,40.5965,-73.7902,40.5967
-73.7903,40.5966,-73.7902,40.5967
-73.7901,40.5965,-73.7901,40.5965
-73.8678,40.5962,-73.8675,40.5969
-73.8183,40.5954,-73.8181,40.5956
-73.8711,40.5933,-73.8709,40.5933
-73.8184,40.5953,-73.8183,40.5954
-73.79,40.5964,-73.7901,40.5965
-73.79,40.5963,-73.79,40.5964
-73.7902,40.5963,-73.7901,40.5965
-73.8122,40.5957,-73.8121,40.5961
-73.8123,40.5957,-73.8122,40.5957
-73.8681,40.5954,-73.8678,40.5962
-73.79,40.5963,-73.79,40.5964
-73.8123,40.5956,-73.8123,40.5957
-73.8709,40.5933,-73.8697,40.5935
-73.8687,40.5947,-73.8681,40.5954
-73.8125,40.5951,-73.8123,40.5956
-73.8187,40.5947,-73.8184,40.5953
-73.8091,40.5954,-73.8088,40.5961
-73.8125,40.5947,-73.8125,40.5951
-73.8125,40.5946,-73.8125,40.5947
